ID	Name	ID	Buy Vol	Buy Avg	Buy Max	Buy Min	Buy StdDev	Buy Median	Buy Percentile	Sell Vol	Sell Avg	Sell Max	Sell Min	Sell StdDev	Sell Median	Sell Percentile
2463	Nanites	2463	1,138,955.00	5,191.11	5,577.06	3,003.23	540.14	5,253.82	5,577.04	1,144,557.00	7,853.90	19,998.95	5,599.98	3,389.35	6,849.98	5,718.85
2834	Utu	2834	3.00	31,544,620.02	46,266,374.25	2,111,111.11	20,812,634.14	46,256,374.69	46,266,374.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2836	Adrestia	2836	4.00	122,027,777.96	180,000,000.02	3,111,111.11	72,234,972.18	152,500,000.35	180,000,000.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2863	Primae	2863	172.00	4,576,262.52	5,708,064.00	999,999.98	1,351,890.20	5,156,502.06	5,708,064.00	275.00	17,689,441.42	43,999,999.99	7,497,000.00	9,226,492.33	12,800,000.00	8,442,844.63
2867	Broadcast Node	2867	19,227.00	2,005,925.38	2,450,013.00	1,490,778.68	318,080.27	1,803,500.01	2,450,012.26	38,809.00	3,548,818.03	6,151,500.00	2,599,997.93	682,217.31	2,700,000.00	2,599,997.97
2868	Integrity Response Drones	2868	11,550.00	2,125,176.80	2,200,005.99	1,401,000.02	154,789.57	2,200,000.00	2,200,005.99	25,877.00	3,030,226.44	4,399,999.96	2,448,979.90	400,978.32	2,700,000.00	2,448,979.92
2869	Nano-Factory	2869	14,154.00	1,028,412.47	1,056,018.01	600,000.00	92,634.80	1,056,008.51	1,056,017.99	38,892.00	1,688,997.03	3,500,000.00	1,141,958.99	410,272.89	1,420,002.00	1,143,777.14
2870	Organic Mortar Applicators	2870	23,597.00	1,061,474.54	1,116,262.89	530,000.13	187,970.87	1,116,261.99	1,116,262.89	47,273.00	1,505,750.32	2,750,000.00	1,198,929.94	258,700.16	1,338,799.47	1,198,929.97
2871	Recursive Computing Module	2871	8,536.00	1,445,595.72	1,650,000.31	1,100,001.01	173,052.46	1,375,001.50	1,650,000.02	35,942.00	2,336,202.41	3,500,000.00	1,724,997.94	386,615.90	2,218,453.09	1,724,997.94
2872	Self-Harmonizing Power Core	2872	12,674.00	2,024,789.97	2,241,018.15	1,225,146.98	330,766.02	2,122,002.24	2,241,018.15	36,967.00	3,467,956.96	4,650,000.00	2,649,978.76	421,392.18	2,923,728.99	2,649,978.82
2875	Sterile Conduits	2875	12,003.00	1,277,289.21	1,350,008.38	750,000.00	156,148.17	1,350,007.61	1,350,008.38	52,889.00	2,068,865.78	3,750,000.00	1,450,000.00	327,516.89	1,929,998.80	1,468,590.68
2876	Wetware Mainframe	2876	17,309.00	2,061,724.84	2,190,010.02	1,299,994.69	242,998.57	2,103,001.06	2,190,010.02	30,580.00	3,711,817.43	5,750,000.00	2,397,693.00	973,059.51	3,194,869.54	2,397,693.62
2998	Noctis	2998	55.00	69,285,486.00	70,801,001.15	65,631,000.00	2,275,510.25	70,531,338.34	70,801,001.15	172.00	77,802,538.22	83,489,999.91	73,500,000.00	3,314,800.55	79,979,794.95	73,760,860.00
3516	Malice	3516	2.00	2,155,555.59	2,200,000.00	2,111,111.19	44,444.41	2,155,555.59	2,200,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3518	Vangel	3518	2.00	68,031,300.06	115,000,000.00	21,062,600.11	46,968,699.95	68,031,300.06	115,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3532	Echelon	3532	350.00	5,401,697.86	7,000,079.00	2,088,000.00	2,221,556.78	7,000,008.62	7,000,079.00	332.00	12,388,846.82	24,799,999.96	8,788,000.00	3,678,734.63	11,700,000.00	8,788,718.03
3643	Soil	3643	2,579,662.00	82.97	119.59	70.51	20.69	72.04	101.63	15,762.00	118.82	900.00	117.90	334.27	134.00	118.00
3645	Water	3645	7,384,000.00	324.20	335.03	302.52	11.36	330.05	335.01	14,364,860.00	736.80	1,430.02	377.00	168.88	499.00	395.24
3647	Holoreels	3647	12,100,000.00	45.38	221.12	29.41	93.84	29.56	221.06	476,462.00	9,138.10	9,899.00	224.00	2,057.73	9,699.50	7,870.18
3673	Wheat	3673	2,127,991.00	39.85	120.55	1.25	44.35	33.66	118.12	80.00	116.27	149.99	93.48	25.84	100.88	93.48
3683	Oxygen	3683	9,907,640.00	331.33	400.20	252.73	42.76	313.07	400.19	40,898,258.00	447.26	977.97	418.95	71.23	421.93	420.31
3685	Hydrogen Batteries	3685	1,020,560.00	458.12	501.03	309.00	71.01	443.13	501.01	2,324,263.00	759.19	1,000,000.00	528.56	330,457.06	744.26	689.86
3687	Electronic Parts	3687	2,000,000.00	720.06	720.11	720.00	0.06	720.06	720.11	1,056,755.00	799.96	850.00	756.82	26.32	799.94	799.94
3689	Mechanical Parts	3689	2,181,122.00	8,197.42	8,437.00	6,544.46	540.07	8,402.63	8,437.00	2,643,660.00	11,056.94	19,900.92	9,733.92	1,750.97	10,426.43	9,733.97
3691	Synthetic Oil	3691	595,357.00	6,741.11	7,110.08	2,800.03	1,179.47	7,107.19	7,110.07	371,736.00	12,490.63	29,998.00	8,999.99	3,994.91	9,489.87	9,000.00
3693	Fertilizer	3693	795,539.00	8,133.68	11,080.04	3,103.04	2,880.72	7,955.54	11,080.02	986,821.00	15,657.29	17,849.99	12,774.99	2,120.68	17,243.34	12,775.00
3695	Polytextiles	3695	570,172.00	7,874.80	11,524.24	4,000.01	2,272.57	8,602.51	11,524.24	346,668.00	15,393.04	28,798.00	12,976.94	3,500.43	12,999.99	12,976.94
3697	Silicate Glass	3697	511,777.00	14,531.80	19,006.31	7,217.21	4,193.31	13,912.52	19,006.31	564,329.00	23,567.97	29,899.98	20,794.99	3,356.74	21,000.00	20,797.99
3699	Quafe	3699	119,211,111.00	4.36	50.48	1.01	21.35	1.01	50.48	12,787,071.00	108.40	1,000,000.00	88.00	349,891.71	115.00	97.62
3703	Nerve Sticks	3703	102,000.00	124.37	1,250.03	101.86	541.25	101.86	124.37	40.00	98,750.00	100,000.00	95,000.00	2,500.00	100,000.00	95,000.00
3705	Crash	3705	103,000.00	140.80	1,500.00	100.02	659.96	100.02	140.80	3,516.00	96,160.62	100,000.00	9,998.00	42,047.03	98,940.00	86,427.51
3707	Blue Pill	3707	5,000.00	101.00	101.00	101.00	0.00	101.00	101.00	387.00	289,002.43	290,000.00	288,999.00	471.64	289,000.00	288,999.00
3709	Drop	3709	2,100.00	1,276.22	1,300.05	1,250.02	23.58	1,300.04	1,300.04	291.00	22,144.31	25,000.00	12,999.93	5,676.47	24,500.00	12,999.93
3711	X-Instinct	3711	4,787.00	1,250.01	1,250.02	1,250.01	0.00	1,250.01	1,250.02	138.00	465,214.07	499,994.99	449,997.97	24,997.76	449,998.49	449,997.97
3713	Vitoc	3713	135,000.00	199.73	220.01	109.58	53.59	220.01	220.01	68,811.00	10,000.00	10,000.00	9,999.00	0.47	10,000.00	10,000.00
3715	Frozen Food	3715	3,210,000.00	34.11	92.00	0.25	45.40	0.26	92.00	234,488.00	986.46	2,000.00	94.86	613.21	999.00	986.29
3717	Dairy Products	3717	1,611,000.00	107.62	108.20	18.99	38.62	63.57	108.20	91,107.00	1,051.80	4,999.99	193.98	1,905.64	205.49	196.93
3725	Livestock	3725	309,180.00	10,517.82	14,000.11	9,090.00	1,904.89	10,212.26	14,000.09	476,540.00	18,664.34	39,999.00	15,347.90	5,488.21	17,443.25	15,347.93
3727	Plutonium	3727	321,000.00	42.56	108.19	3.77	48.49	3.89	106.52	75,232.00	22,974.51	399,998.99	13,000.00	147,362.28	14,899.99	13,000.00
3729	Toxic Waste	3729	1,499,535.00	20.78	21.93	10.78	4.16	21.83	21.88	6,811.00	175,285.25	178,000.00	10,000.00	62,166.18	176,990.39	173,826.92
3756	Gnosis	3756	318.00	52,776,097.09	55,100,006.42	45,000,000.03	2,798,608.99	52,650,004.23	55,100,006.42	2,761.00	99,962,795.36	329,750,000.02	58,971,988.57	77,680,800.15	89,500,000.00	58,971,991.51
3766	Vigil	3766	1,912.00	330,401.37	371,001.55	214,020.00	65,867.60	370,500.03	371,001.50	410.00	557,725.96	734,998.00	429,790.00	104,247.64	445,500.00	429,870.58
3771	Ectoplasm	3771	100,000.00	340.77	340.77	340.77	0.00	340.77	340.77	15.00	1,999,999.99	1,999,999.99	1,999,999.99	0.00	1,999,999.99	1,999,999.99
3773	Hydrochloric Acid	3773	500,000.00	500.00	500.00	500.00	0.00	500.00	500.00	230,000.00	1,520.05	1,700.00	826.99	374.87	1,700.00	826.99
3775	Viral Agent	3775	341,560.00	9,458.53	9,708.12	8,007.77	484.99	9,707.98	9,708.12	693,118.00	14,667.37	37,498.75	10,489.74	5,471.62	13,550.00	10,775.10
3777	Long-limb Roes	3777	1,703,900.00	1,017.81	2,103.93	300.03	620.37	300.03	2,103.92	1,926.00	88,234.23	149,000.00	21,000.00	57,776.35	128,997.00	21,020.83
3779	Biomass	3779	4,662,382.00	546.64	900.00	250.00	224.15	500.14	885.46	4,051,021.00	1,114.23	1,499.84	964.99	122.28	1,067.00	969.38
3812	Data Sheets	3812	1,310,044.00	166.09	172.23	152.30	6.56	170.19	172.23	4,952,592.00	404.72	650.00	186.94	155.36	340.47	189.67
3814	Reports	3814	2,899,627.00	10.51	20.00	6.09	4.56	10.03	12.55	359,653.00	354.53	988.99	34.00	365.78	89.52	34.00
3818	Exile	3818	111,100.00	136.32	1,300.05	123.16	588.03	124.00	137.62	306.00	1,004,117.01	1,009,998.99	994,999.93	7,499.53	1,009,998.99	994,999.93
3820	Sooth Sayer	3820	106,700.00	173.14	1,250.23	100.98	459.68	100.98	1,250.22	191.00	3,623,036.39	4,499,998.99	2,749,999.97	741,853.74	4,249,999.94	2,749,999.97
3822	Frentix	3822	1,000.00	1,250.01	1,250.01	1,250.01	0.00	1,250.01	1,250.01	68.00	914,705.72	999,998.89	900,000.00	49,999.45	949,999.45	900,000.00
3824	Crystal Egg	3824	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3826	Mindflood	3826	101,000.00	1,250.02	1,250.03	1,250.02	0.00	1,250.02	1,250.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3828	Construction Blocks	3828	1,016,013.00	9,523.47	10,568.08	5,650.22	1,402.80	10,565.09	10,568.04	1,659,042.00	14,750.05	20,144.00	11,353.86	1,871.41	12,934.97	11,353.95
4051	Caldari Fuel Block	4051	4,964,553.00	19,331.00	20,909.31	10,000.00	2,537.54	20,805.53	20,909.31	8,081,763.00	22,770.30	26,000.00	22,233.40	694.74	22,308.90	22,233.41
4246	Minmatar Fuel Block	4246	1,740,804.00	17,158.76	19,593.99	10,309.40	3,240.31	18,802.70	19,593.99	4,516,171.00	21,497.52	49,988.94	20,369.70	4,046.84	20,621.50	20,369.89
4247	Amarr Fuel Block	4247	618,000.00	15,509.39	18,902.03	11,000.00	3,783.28	18,900.00	18,902.02	3,006,705.00	20,388.15	25,000.00	19,624.40	1,175.32	20,144.33	19,624.43
4302	Oracle	4302	65.00	76,431,855.23	83,700,001.49	50,000,000.00	9,298,131.71	75,201,070.01	83,700,000.59	184.00	92,884,324.52	97,000,000.00	88,509,973.00	3,301,038.14	92,799,999.49	88,509,973.00
4306	Naga	4306	67.00	66,632,736.26	71,500,031.31	61,903,000.00	3,498,624.67	67,500,000.00	71,500,031.31	83.00	81,819,553.03	86,785,996.96	75,000,000.00	3,940,107.13	84,090,168.69	75,179,999.56
4308	Talos	4308	81.00	76,863,531.80	78,141,070.51	72,542,006.47	1,475,868.88	77,271,042.07	78,141,070.50	316.00	87,391,388.92	99,800,000.00	80,599,599.00	4,894,567.01	86,899,800.00	80,999,766.05
4310	Tornado	4310	156.00	72,397,474.96	75,700,000.31	62,500,218.81	4,417,682.44	72,625,004.53	75,609,091.29	188.00	83,657,026.91	95,421,080.06	81,299,953.00	3,186,625.10	83,449,993.86	81,299,953.27
4312	Gallente Fuel Block	4312	2,252,000.00	17,451.05	18,851.05	11,002.00	2,290.83	17,202.04	18,851.05	5,820,880.00	20,059.71	21,444.44	19,377.01	561.91	19,700.00	19,377.01
4363	Miasmos Quafe Ultra Edition	4363	13.00	206,153,847.34	210,000,010.00	190,000,000.00	8,000,001.33	210,000,000.00	210,000,010.00	25.00	320,102,223.93	482,899,923.83	259,000,000.00	76,423,245.33	290,000,000.00	259,000,000.00
4388	Miasmos Quafe Ultramarine Edition	4388	7.00	1,932,474,603.18	3,800,000,000.00	11,111,111.11	1,588,066,731.75	1,502,550,000.00	3,800,000,000.00	9.00	5,909,330,444.31	7,989,999,999.86	4,500,000,000.00	1,250,249,812.41	5,844,991,000.00	4,500,000,000.00
9826	Carbon	9826	960,000.00	145.39	250.00	5.00	88.77	250.00	250.00	618,995.00	588.08	1,500.00	250.11	220.41	398.00	344.63
9828	Silicon	9828	11,036,200.00	767.25	1,133.28	368.15	251.35	706.00	1,087.09	5,302,358.00	1,273.65	1,649.90	1,166.00	150.36	1,279.80	1,166.44
9830	Rocket Fuel	9830	1,718,871.00	10,080.08	10,900.05	4,000.00	1,302.53	10,603.00	10,900.04	790,563.00	13,062.31	14,683.95	11,799.99	1,064.97	12,497.99	11,800.00
9832	Coolant	9832	763,833.00	9,286.68	10,333.33	7,255.06	913.20	9,500.02	10,333.33	3,171,481.00	11,327.44	20,500.00	10,565.98	1,116.76	11,183.95	10,565.99
9834	Guidance Systems	9834	262,854.00	53,674.65	70,000.02	20,020.11	11,706.25	50,001.02	69,405.07	4,341,764.00	124,177.94	155,000.00	78,439.00	9,138.69	155,000.00	78,478.96
9836	Consumer Electronics	9836	825,000.00	10,582.38	11,892.10	5,002.60	2,647.70	11,873.01	11,892.10	969,655.00	15,540.31	29,999.88	12,200.00	2,498.10	13,636.50	12,310.07
9838	Superconductors	9838	754,490.00	8,713.89	10,001.00	6,700.56	1,262.73	9,995.50	10,000.03	665,564.00	12,670.55	14,499.99	11,734.98	811.05	11,899.98	11,735.00
9840	Transmitter	9840	760,001.00	12,338.83	16,510.03	7,014.10	2,703.66	12,092.48	16,510.03	520,738.00	21,452.83	30,000.00	17,099.00	3,451.94	18,309.48	17,140.79
9842	Miniature Electronics	9842	501,470.00	9,848.46	14,116.07	8,001.41	2,208.49	8,001.46	13,734.55	1,182,101.00	18,929.27	27,496.90	15,758.00	3,014.59	18,350.00	15,766.60
9844	Small Arms	9844	2,153,456.00	40.03	101.05	20.05	39.78	21.00	100.99	20,527.00	19,997.27	20,000.00	1,301.03	9,349.48	20,000.00	19,997.27
9846	Planetary Vehicles	9846	708,978.00	59,402.01	70,889.43	42,020.20	7,412.90	56,100.00	70,888.61	2,493,466.00	89,211.58	95,000.00	82,770.99	2,976.00	92,507.50	82,891.44
9848	Robotics	9848	719,194.00	80,596.34	83,008.00	67,450.20	3,746.60	82,352.10	83,007.99	991,797.00	109,529.83	200,000.00	88,989.99	12,637.07	98,480.78	88,991.06
9850	Spirits	9850	1,209,184.00	411.55	415.01	350.07	23.45	412.11	415.01	554,613.00	2,169.36	2,900.00	455.00	1,041.62	2,798.96	688.20
9852	Tobacco	9852	103,394.00	40.23	59.34	11.96	15.67	26.49	41.08	605,054.00	1,138.43	1,999.96	496.00	655.11	1,098.85	496.93
11011	Guardian-Vexor	11011	1.00	190,000,000.00	190,000,000.00	190,000,000.00	0.00	190,000,000.00	190,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11014	Command Processor I	11014	1,928.00	269,834.03	270,043.50	252,125.00	4,335.64	270,042.57	270,043.49	1,884.00	445,533.84	523,877.00	444,645.05	25,040.07	444,645.07	444,645.05
11069	Criminal Dog Tag	11069	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11129	Gallente Shuttle	11129	10,631.00	16,458.11	18,121.92	9,876.54	2,444.64	18,097.30	18,121.90	5,840.00	337,780.09	498,999.00	29,200.00	142,523.73	497,000.00	29,275.23
11132	Minmatar Shuttle	11132	13,872.00	14,371.62	18,004.84	11,234.60	2,263.64	13,183.56	18,004.82	6,047.00	87,779.26	119,999.00	28,997.00	38,286.49	118,999.50	29,822.07
11134	Amarr Shuttle	11134	31,556.00	13,323.37	14,044.98	11,570.02	708.53	13,789.12	14,043.54	1,890.00	66,109.48	448,000.00	29,986.99	85,845.15	49,999.00	29,988.84
11172	Helios	11172	339.00	19,102,276.41	19,683,010.06	13,000,200.01	2,093,782.19	19,683,005.02	19,683,008.04	249.00	24,363,087.79	29,298,999.05	21,542,999.00	2,222,098.48	24,717,499.99	21,542,999.57
11174	Keres	11174	254.00	19,966,907.24	23,570,472.76	13,215,000.01	3,430,376.20	19,802,007.01	23,570,454.64	170.00	27,980,322.89	32,490,000.00	26,999,999.06	1,444,459.19	27,399,986.54	26,999,999.07
11176	Crow	11176	512.00	21,371,126.09	24,000,000.50	12,511,000.04	2,432,620.76	22,700,000.00	24,000,000.47	516.00	29,389,728.92	75,000,000.00	24,899,999.98	8,925,815.68	24,969,899.71	24,899,999.99
11178	Raptor	11178	491.00	22,300,625.99	25,552,027.08	12,600,000.06	3,712,008.76	22,371,040.47	25,552,026.60	1,119.00	29,218,300.52	59,450,000.00	27,647,998.78	6,175,564.75	27,649,994.94	27,647,999.13
11182	Cheetah	11182	111.00	15,157,357.51	17,502,000.13	10,000,000.02	2,093,594.89	15,600,917.53	17,502,000.12	849.00	19,504,702.16	27,999,987.94	18,449,979.99	2,119,331.71	18,449,984.00	18,449,980.00
11184	Crusader	11184	328.00	18,318,571.91	20,500,081.50	12,000,000.00	2,383,467.04	18,100,112.00	20,500,081.49	1,365.00	27,314,334.03	50,000,000.00	22,000,000.00	5,140,313.56	25,600,000.00	22,097,642.74
11186	Malediction	11186	292.00	19,993,498.10	21,810,999.99	12,501,100.01	2,714,992.29	21,500,000.00	21,810,010.17	1,735.00	24,448,972.43	38,000,000.00	22,894,994.96	3,305,386.75	22,896,891.00	22,894,994.96
11188	Anathema	11188	149.00	15,333,709.68	17,400,201.26	12,010,110.01	2,099,770.36	17,300,001.00	17,400,201.24	329.00	20,554,210.27	24,919,999.32	18,750,000.00	1,927,630.28	19,734,998.92	18,750,000.00
11190	Sentinel	11190	160.00	11,879,393.79	16,000,000.14	8,000,010.01	2,476,526.11	10,006,706.00	16,000,000.14	270.00	19,136,495.19	23,585,006.02	16,869,989.89	1,795,442.57	18,027,999.99	16,869,989.90
11192	Buzzard	11192	110.00	22,079,976.73	25,010,001.13	15,108,000.30	2,787,843.89	23,247,500.10	25,010,001.12	158.00	28,761,799.32	33,999,965.20	27,829,999.00	2,786,343.94	27,989,890.98	27,839,374.92
11194	Kitsune	11194	85.00	16,550,722.68	19,000,173.68	13,000,100.01	2,149,704.67	18,000,000.00	19,000,168.79	135.00	26,765,484.53	34,919,999.99	23,000,000.00	3,571,613.75	24,998,977.92	24,819,924.23
11196	Claw	11196	180.00	15,932,318.19	19,000,002.05	11,300,000.07	2,219,404.92	15,644,019.50	19,000,001.21	752.00	24,794,467.95	65,000,000.00	21,898,998.99	7,735,999.68	22,044,995.00	21,899,667.29
11198	Stiletto	11198	262.00	18,796,487.52	21,200,002.47	15,300,000.99	1,880,618.83	20,050,000.80	21,200,002.46	1,298.00	24,616,396.58	42,999,999.99	22,898,898.86	3,169,754.85	22,985,857.98	22,898,898.91
11200	Taranis	11200	266.00	20,157,583.65	21,500,086.42	12,001,001.03	2,697,991.28	21,500,040.49	21,500,086.41	643.00	24,937,156.00	39,211,320.68	22,986,998.94	3,459,683.15	23,894,997.84	22,986,998.94
11202	Ares	11202	115.00	15,699,167.97	19,013,004.04	10,000,000.02	3,328,756.06	17,000,000.00	19,013,004.03	1,177.00	22,765,873.38	42,000,000.00	20,666,852.99	5,776,879.55	21,500,100.10	20,698,004.43
11365	Vengeance	11365	52.00	16,814,961.73	19,950,000.33	2,139,999.96	6,173,479.39	19,950,000.29	19,950,000.33	391.00	22,557,856.35	26,999,880.69	20,719,999.98	1,808,347.12	21,208,992.49	20,720,000.00
11371	Wolf	11371	61.00	16,353,164.04	17,001,001.49	12,999,991.03	1,436,299.86	17,000,000.00	17,001,001.49	498.00	23,560,271.95	32,000,000.00	21,894,891.98	2,828,463.24	21,894,897.45	21,894,891.99
11377	Nemesis	11377	110.00	17,017,639.58	19,000,001.10	13,001,010.00	2,195,609.60	17,512,500.11	19,000,001.10	525.00	22,534,831.65	64,999,998.88	20,000,000.01	7,342,308.90	20,500,000.54	20,007,414.74
11379	Hawk	11379	173.00	17,441,671.34	19,500,013.18	13,477,899.87	1,501,023.93	16,914,559.50	19,500,013.18	555.00	23,697,947.21	34,999,999.98	20,650,000.70	3,784,903.58	23,554,993.00	20,650,000.70
11381	Harpy	11381	236.00	16,852,267.92	18,800,000.66	12,000,100.01	2,245,549.61	17,300,000.00	18,800,000.61	537.00	41,466,128.20	100,000,000.00	21,999,997.21	13,836,927.34	25,000,000.00	21,999,997.22
11387	Hyena	11387	31.00	14,807,203.26	14,812,000.00	14,801,130.11	4,723.81	14,810,000.00	14,810,095.24	310.00	20,966,591.12	29,999,999.00	16,999,998.98	3,557,917.88	18,793,971.90	16,999,999.58
11393	Retribution	11393	118.00	15,088,000.05	17,700,000.10	13,400,006.01	1,121,968.73	15,014,169.59	17,700,000.08	177.00	22,835,093.34	26,599,650.00	21,000,000.00	1,786,947.55	21,999,899.97	21,000,000.00
11396	Mercoxit	11396	215,000.00	13,259.98	25,008.96	2,000.00	8,321.47	6,000.00	25,008.96	48,301.00	69,592.54	1,000,000.00	29,999.99	297,319.11	68,900.00	32,074.96
11399	Morphite	11399	4,003,873.00	6,707.80	9,915.21	5,002.08	1,477.91	5,002.08	9,911.66	11,555,406.00	10,813.54	11,800.00	10,189.89	469.12	10,799.99	10,189.90
11400	Jaguar	11400	304.00	18,254,538.06	20,100,111.11	12,500,000.02	2,262,633.84	19,700,020.00	20,100,111.03	255.00	24,641,816.20	34,000,000.00	22,999,979.99	2,594,323.35	23,299,973.00	22,999,980.00
11457	R.Db - Viziam	11457	1,100,000.00	309.10	400.00	300.00	47.14	300.01	400.00	1,700.00	999.94	999.95	999.93	0.01	999.94	999.93
11458	R.Db - Khanid Innovation	11458	1,256,000.00	230.04	400.06	200.03	91.00	200.03	400.00	2,100.00	2,904.23	5,000.00	998.99	1,886.09	999.00	998.99
11459	R.Db - Carthum Conglomerate	11459	520,000.00	315.03	365.02	300.04	30.63	300.04	365.01	26,300.00	972.47	998.00	963.96	13.91	964.83	964.77
11460	R.Db - Thukker Mix	11460	1,000,000.00	152.12	152.12	152.12	0.00	152.12	152.12	3,000.00	999.97	999.97	999.96	0.00	999.97	999.96
11461	R.Db - Boundless Creations	11461	210,000.00	101.18	103.10	100.07	1.26	102.09	102.18	73,562.00	1,394.56	1,400.00	1,000.00	200.00	1,400.00	1,394.56
11462	R.Db - Core Complexion	11462	854,000.00	190.41	190.46	190.04	0.17	190.45	190.46	1,100.00	945.45	1,000.00	400.00	300.00	1,000.00	400.00
11463	R.Db - Ishukone	11463	75,400.00	200.22	200.48	200.05	0.18	200.18	200.48	600,229.00	594.56	989.96	388.97	242.24	450.00	388.97
11464	R.Db - Kaalakiota	11464	1,351,001.00	292.31	301.46	252.31	19.47	301.46	301.46	6,200.00	9,047.22	499,999.95	997.99	216,074.04	250,499.48	997.99
11465	R.Db - Roden Shipyards	11465	1,404,000.00	238.35	238.37	238.22	0.07	238.37	238.37	234,789.00	978.27	980.00	599.00	171.41	980.00	970.12
11466	R.Db - CreoDron	11466	154,400.00	182.68	205.01	100.01	44.44	200.22	205.01	40,000.00	578.94	578.94	578.94	0.00	578.94	578.94
11467	R.Db - Duvolle Labs	11467	650,000.00	210.09	210.11	210.00	0.04	210.11	210.11	57,799.00	544.75	594.89	348.00	95.80	594.68	348.00
11475	R.A.M.- Armor/Hull Tech	11475	13,200,000.00	19.47	201.00	1.02	97.57	1.03	200.08	1,829,799.00	273.95	343.98	269.60	18.73	270.08	269.65
11476	R.A.M.- Ammunition Tech	11476	23,601,000.00	209.76	240.00	1.00	100.98	225.06	225.07	957,574.00	283.65	495.97	277.71	50.10	277.77	277.71
11478	R.A.M.- Starship Tech	11478	4,059,461.00	78.70	208.00	1.00	100.23	2.00	207.32	3,901,984.00	456.60	974.91	208.01	132.48	308.44	278.73
11481	R.A.M.- Robotics	11481	5,202,500.00	146.79	211.00	1.02	89.04	202.54	211.00	2,059,760.00	714.42	30,825.00	499.89	11,237.00	599.85	499.89
11482	R.A.M.- Energy Tech	11482	2,730,046.00	90.82	203.02	1.02	87.04	1.03	201.75	1,491,634.00	570.22	1,099.91	302.87	180.30	498.90	302.88
11483	R.A.M.- Electronics	11483	3,310,000.00	210.08	230.00	150.01	25.99	205.92	228.05	3,017,623.00	273.07	293.85	258.89	11.88	280.00	258.90
11484	R.A.M.- Shield Tech	11484	3,049,000.00	107.31	228.00	1.00	99.87	201.00	227.16	2,002,691.00	800.67	1,199.91	497.86	192.40	899.45	497.89
11486	R.A.M.- Weapon Tech	11486	3,300,000.00	110.47	204.05	1.00	95.13	100.51	204.05	1,366,335.00	520.96	799.91	289.92	153.52	420.00	289.92
11496	Datacore - Defensive Subsystems Engineering	11496	431,500.00	2,686.71	3,401.01	916.97	948.69	3,300.01	3,400.17	119,065.00	57,400.39	100,000.00	5,186.92	18,465.03	80,000.00	5,189.08
11530	Plasma Thruster	11530	127,288.00	33,428.43	38,445.00	24,100.00	3,447.88	33,708.20	38,445.00	94,743.00	42,629.67	47,999.49	39,316.99	3,513.32	39,407.30	39,316.99
